"","CSF 1","CSF 2","CSF 3","CSF 4","CSF 5","CSF 6","CSF 7","CSF 8","CSF 9","CSF 10","CSF 11","CSF 12","CSF 13","CSF 14","CSF 15","CSF 16","CSF 17","CSF 18","CSF 19","CSF 20","CSF 21","CSF 22","CSF 23","CSF 24","CSF 25","CSF 26","CSF 27","CSF 28","CSF 29","CSF 30","CSF 31","CSF 32","CSF 33","CSF 34","CSF 35","CSF 36","CSF 37","CSF 38","CSF 39","CSF 40","CSF 41","CSF 42"
"PC-O 36:3-iso1","0.022005699","0.010061361","0.006484006","0.005198902","0.009304423","0.008202860","0.009236177","0.014180667","0.009774815","0.015106386","0.011194395","0.014695167","0.004532406","0.002742804","0.010498638","0.013077030","0.006005474","0.021721843","0.022873665","0.007783343","0.068875803","0.007742846","0.003412928","0.004908043","0.010668474","0.005444378","0.021721351","0.008242727","0.010371631","0.003778586","0.006471198","0.014921135","0.009007456","0.004253462","0.008821998","0.012828622","0.007698883","0.003213892","0.003695664","0.004281444","0.018119860","0.005274555"
"PC 40:5-iso1"," 0.022049513"," 0.011657959"," 0.009521571"," 0.007357102"," 0.009837711"," 0.011567307"," 0.009514731"," 0.016332340"," 0.009924474"," 0.013083617"," 0.014568799"," 0.019139561"," 0.010172055"," 0.004957739"," 0.021385666"," 0.024004425"," 0.013084001"," 0.025277207"," 0.017926084"," 0.007448173"," 0.126406559"," 0.014366596"," 0.004387711"," 0.010762919"," 0.012334188"," 0.007221919"," 0.020776683"," 0.012513130"," 0.011247707"," 0.005397544"," 0.008606162"," 0.008615506"," 0.011058246"," 0.005877086"," 0.007318309"," 0.013922629"," 0.006475400"," 0.005652243"," 0.008392476"," 0.007235102"," 0.037211274"," 0.004712740"
"PC 38:3"," 0.11184320"," 0.07209231"," 0.04574437"," 0.02801607"," 0.05467012"," 0.04589527"," 0.04543570"," 0.07408983"," 0.05012027"," 0.07964972"," 0.07026159"," 0.07155561"," 0.04522926"," 0.02156405"," 0.13460977"," 0.17258309"," 0.06796668"," 0.15864758"," 0.08687341"," 0.04784770"," 0.60966076"," 0.08197460"," 0.01833372"," 0.05995338"," 0.04724337"," 0.03898126"," 0.13973556"," 0.04592956"," 0.05077791"," 0.03922558"," 0.07000219"," 0.04590814"," 0.04981805"," 0.02955233"," 0.02992218"," 0.07449676"," 0.05039717"," 0.02876861"," 0.05113227"," 0.03507233"," 0.19801508"," 0.02648557"
"PC 40:6-iso2"," 0.009092605"," 0.006175710"," 0.003650636"," 0.002758388"," 0.004929618"," 0.003751752"," 0.003296012"," 0.003244461"," 0.004071950"," 0.007161923"," 0.005353230"," 0.003897219"," 0.004202133"," 0.001713846"," 0.013109575"," 0.017410107"," 0.005429684"," 0.016172613"," 0.006702683"," 0.004058311"," 0.033395269"," 0.008788567"," 0.002158643"," 0.004129508"," 0.002841467"," 0.003394905"," 0.013119010"," 0.001970425"," 0.003781837"," 0.003427231"," 0.006866319"," 0.003766634"," 0.004214601"," 0.002532135"," 0.002538157"," 0.006864734"," 0.004820205"," 0.001334157"," 0.004334201"," 0.002913439"," 0.018018702"," 0.002251608"
"PE 40:8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PE-O 34:2","0.0011519084","0.0010730217","0.0006965899","0.0007242717","0.0010506612","0.0009310044","0.0004007515","0.0019040192","0.0007932760","0.0006702832","0.0014204294","0.0014649490","0.0007994266","0.0013035195","0.0005174823","0.0010567856","0.0007511010","0.0013601785","0.0018616446","0.0007901115","0.0061972561","0.0010219385","0.0007289734","0.0007468208","0.0007271726","0.0009172965","0.0014441799","0.0008679305","0.0010415165","0.0007496170","0.0004441295","0.0007411864","0.0008557728","0.0009677125","0.0009681709","0.0009609174","0.0009524549","0.0008076112","0.0008438755","0.0010142065","0.0020161117","0.0005432680"
"PC-O 36:4-iso3","4.121666e-03","3.009732e-03","1.722728e-03","1.334445e-03","1.504314e-03","9.199711e-04","1.039344e-03","3.680950e-03","1.678107e-03","1.170837e-03","2.763435e-03","7.274843e-03","2.121145e-03","2.505656e-03","3.477530e-03","4.782302e-03","4.867640e-03","1.391502e-02","3.738986e-03","8.283431e-04","3.566161e-02","2.696689e-03","2.445907e-03","1.457797e-03","1.606738e-03","2.173696e-03","2.449987e-03","4.313519e-03","1.767803e-03","1.629271e-03","4.853627e-03","9.715090e-04","2.194949e-03","1.191364e-03","1.068027e-03","1.788087e-03","2.226608e-03","9.372907e-04","1.451882e-03","3.190083e-03","2.191345e-02","1.995468e-03"
"PC-O 36:3-iso2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 36:1"," 0.6019391"," 0.3736339"," 0.3438490"," 0.1870252"," 0.2885736"," 0.1929868"," 0.2073337"," 0.6190429"," 0.2970730"," 0.3455425"," 0.5295805"," 0.6049879"," 0.2323057"," 0.1434582"," 0.3656174"," 0.5188394"," 0.3108299"," 0.5887578"," 0.6246707"," 0.2084340"," 2.2898338"," 0.4014022"," 0.1454610"," 0.2803109"," 0.3030134"," 0.2295103"," 0.4276203"," 0.3897229"," 0.3450754"," 0.2171919"," 0.2651400"," 0.2925904"," 0.2752617"," 0.2172088"," 0.2251324"," 0.2662999"," 0.2203958"," 0.1786415"," 0.2449850"," 0.2873959"," 0.6876037"," 0.1586841"
"PC-O 36:2-iso2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 38:2","0.031868549","0.019598819","0.016031773","0.013151555","0.018063572","0.013518255","0.014646917","0.027640660","0.017568122","0.022907960","0.023510860","0.024126645","0.014064002","0.012157619","0.029881566","0.035661189","0.018814360","0.031933060","0.030809501","0.013641952","0.188724055","0.024540707","0.007901008","0.016414323","0.018072364","0.011719001","0.034818539","0.017497838","0.018507510","0.010329102","0.014140682","0.019689567","0.015010206","0.011832049","0.013424831","0.018551195","0.015508292","0.010389116","0.014492974","0.013322576","0.043256897","0.008974088"
"PC-O 38:5","0.020942105","0.010765779","0.009330896","0.004969683","0.011289630","0.007151909","0.007343174","0.013654516","0.006056286","0.009564796","0.015025227","0.014942885","0.005092188","0.003463845","0.021039516","0.028708991","0.009110944","0.027179043","0.019889338","0.006389997","0.135276983","0.013960497","0.006428936","0.007390929","0.008468735","0.007659947","0.016485603","0.006311926","0.008768449","0.004408183","0.016891615","0.008803370","0.008500065","0.004486724","0.006421816","0.008625561","0.007890667","0.004017493","0.006645464","0.008848341","0.059937078","0.004145814"
"PC 42:8-iso1","0.0021029904","0.0015112982","0.0018686130","0.0007043215","0.0012171237","0.0017755085","0.0005054240","0.0015710335","0.0006152633","0.0012913206","0.0018948313","0.0012072701","0.0006447801","0.0008433585","0.0019973625","0.0033540558","0.0015388639","0.0017746279","0.0022986597","0.0012665553","0.0139032575","0.0020528706","0.0003738122","0.0011345857","0.0013682609","0.0010695686","0.0023659321","0.0006596254","0.0016166930","0.0007117683","0.0012338406","0.0015238386","0.0018923312","0.0005144384","0.0011760533","0.0011676550","0.0008825200","0.0004397900","0.0006389433","0.0011878332","0.0025002310","0.0005340348"
"PC 39:4","0.0013049358","0.0008230001","0.0010852303","0.0005896461","0.0007460275","0.0006012239","0.0003669526","0.0012938135","0.0004165224","0.0009857536","0.0013619120","0.0009373711","0.0005993251","0.0005443411","0.0014056169","0.0011404316","0.0012029281","0.0016435885","0.0013759854","0.0006684449","0.0061013506","0.0009439764","0.0005701289","0.0007077046","0.0007655208","0.0004682832","0.0016244631","0.0004961996","0.0009660680","0.0003789171","0.0008553162","0.0008111386","0.0005193524","0.0005551159","0.0003182093","0.0005897320","0.0010203198","0.0003656512","0.0004788931","0.0005745757","0.0033115196","0.0004868517"
"PC 40:5-iso2","0.020222356","0.011556201","0.013343534","0.005582128","0.010300409","0.014759647","0.006249303","0.013104325","0.006969625","0.009890198","0.014973585","0.009983000","0.005740528","0.005249581","0.016758461","0.026652466","0.011913621","0.014316221","0.016220673","0.009983693","0.098575011","0.013344351","0.002953911","0.009257676","0.010272325","0.008209791","0.020412459","0.005009857","0.012634956","0.005037742","0.009828346","0.012816891","0.013005353","0.004701708","0.008533656","0.008841562","0.007634254","0.004398615","0.005944334","0.010371145","0.018848746","0.004923587"
"PC-O 38:4"," 0.021788944"," 0.016863535"," 0.013497364"," 0.007787101"," 0.015051749"," 0.008932738"," 0.006990635"," 0.018501650"," 0.008320988"," 0.010689602"," 0.022396923"," 0.013933173"," 0.012633252"," 0.005243520"," 0.027702355"," 0.040929948"," 0.015446079"," 0.036876116"," 0.023193208"," 0.010387696"," 0.152411085"," 0.015232120"," 0.008160068"," 0.012785200"," 0.007740495"," 0.007630861"," 0.018908104"," 0.007366380"," 0.010518268"," 0.006980009"," 0.017720141"," 0.012031152"," 0.013538886"," 0.005474129"," 0.007934727"," 0.016823570"," 0.008305220"," 0.005802963"," 0.007550300"," 0.011045358"," 0.086576700"," 0.005867511"
"PC-O 40:6","0.010328182","0.007685437","0.005611393","0.004946624","0.005764530","0.005341343","0.005890455","0.010301115","0.006894543","0.007540453","0.009021568","0.008632102","0.006550267","0.004469099","0.012691405","0.018582623","0.008429648","0.016188814","0.008464839","0.005417957","0.063800338","0.008608964","0.004188012","0.005430199","0.005782932","0.004353671","0.007953616","0.003854056","0.004491954","0.003255600","0.009433016","0.004478251","0.005015030","0.003619650","0.004118040","0.006906481","0.003872634","0.002839176","0.003618902","0.004938705","0.025428691","0.003016712"
"PC 42:7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 40:4","0.05731856","0.03064440","0.03234980","0.01507943","0.02355882","0.02261166","0.01612355","0.04208667","0.02041779","0.02393064","0.03777370","0.04124255","0.01432376","0.01144750","0.05129294","0.06695782","0.03007325","0.05924038","0.05021033","0.01871514","0.32599587","0.03695137","0.01260444","0.02099004","0.02467556","0.01982419","0.04285001","0.02242657","0.02930574","0.01449887","0.03531507","0.02507203","0.02397911","0.01566937","0.01817277","0.02056435","0.01721088","0.01370903","0.01839485","0.02713753","0.09244082","0.01469279"
"PC-O 40:5-iso1","0.004975787","0.003074802","0.004999300","0.004423567","0.005884601","0.002128992","0.009410599","0.006094851","0.003164115","0.005596532","0.003159039","0.005278002","0.006229231","0.002930602","0.006749238","0.008389304","0.004773201","0.009544137","0.003516796","0.002154658","0.025452503","0.002474817","0.001743102","0.003807746","0.002100476","0.001444971","0.004599478","0.001950335","0.002568951","0.002598983","0.007263788","0.002916543","0.005588399","0.001804997","0.001851851","0.005275975","0.002499666","0.001571017","0.001554673","0.001884445","0.012957125","0.002363314"
"PE-O 40:7","0.031268793","0.015955468","0.014324205","0.006837314","0.009550402","0.008132650","0.009649403","0.028214297","0.015520615","0.014243592","0.026909796","0.028809999","0.008295471","0.004893402","0.003422536","0.007365176","0.005861749","0.011233982","0.029380513","0.007192348","0.200155564","0.020039759","0.002666874","0.007610547","0.015472363","0.011361593","0.014656771","0.018607787","0.015445120","0.007894311","0.002644363","0.009397745","0.012804893","0.008109260","0.008622980","0.006808157","0.007072737","0.007197241","0.011289221","0.012080473","0.006920730","0.004890648"
"PE-O 38:5","0.011158426","0.006971470","0.005996837","0.003101305","0.006097236","0.003699948","0.003113772","0.007467124","0.003603679","0.004296793","0.009152990","0.009786819","0.006123959","0.002863495","0.003410766","0.004554702","0.003640072","0.005242231","0.008258227","0.003790549","0.068228064","0.006993675","0.002092330","0.004623387","0.002755788","0.003362366","0.005723207","0.005146481","0.005658667","0.004019145","0.002708827","0.002790796","0.003922261","0.002478010","0.002708945","0.003196623","0.003177723","0.002182040","0.003444838","0.004940297","0.006920758","0.001756759"
"PC-O 38:3","0.0045313076","0.0010780073","0.0035589089","0.0001375376","0.0013657578","0.0009602475","0.0004490315","0.0036207903","0.0002206058","0.0037530100","0.0013256126","0.0003873556","0.0008964104","0.0023237777","0.0026916972","0.0045101390","0.0005667536","0.0044659201","0.0054543740","0.0036513399","0.0188228521","0.0020081727","0.0017569439","0.0014403174","0.0002418082","0.0011528506","0.0021496448","0.0031366479","0.0004918582","0.0004428132","0.0022620204","0.0011707032","0.0005574086","0.0007540967","0.0003148014","0.0028070110","0.0010723121","0.0004496110","0.0002723827","0.0005937863","0.0075320644","0.0004709659"
"PC-O 36:2-iso1","0.021815286","0.010213426","0.014070404","0.017276880","0.020762547","0.020928725","0.010388306","0.022775850","0.020096666","0.011879380","0.023037120","0.015605383","0.008658002","0.025977126","0.022532288","0.021064310","0.011490693","0.024116799","0.028462152","0.015747809","0.117848690","0.016030387","0.015830424","0.020173888","0.021297197","0.017303379","0.018601530","0.014000232","0.022207733","0.012767445","0.010404790","0.021205638","0.015185164","0.004457654","0.010590848","0.024000410","0.018487610","0.017016343","0.007752353","0.018157661","0.023935377","0.016716545"
"PC-O 42:7","0.0013551753","0.0022543363","0.0018818530","0.0017253371","0.0026606387","0.0020315882","0.0019282545","0.0023203719","0.0018654575","0.0025843215","0.0019352958","0.0017099939","0.0013590603","0.0014942024","0.0016232218","0.0019678722","0.0017456139","0.0019420673","0.0009716167","0.0015050655","0.0061148773","0.0016826555","0.0016913361","0.0016969919","0.0024118158","0.0021071361","0.0018210522","0.0016990190","0.0013180328","0.0013921541","0.0024412810","0.0030992869","0.0019460857","0.0018232764","0.0019275892","0.0027202506","0.0017423653","0.0009388067","0.0015667639","0.0014377859","0.0039997413","0.0013075307"
"PC-O 36:1","0.010945127","0.006983275","0.005534199","0.003545554","0.006596375","0.005310691","0.003762244","0.008818197","0.004136637","0.006140328","0.008784003","0.007693699","0.005122122","0.005158481","0.005528775","0.008176972","0.005523638","0.009168444","0.012319015","0.003604608","0.051473369","0.007305219","0.002042429","0.004059149","0.003939177","0.003205626","0.014839708","0.004999537","0.005407947","0.003661761","0.005102976","0.011048717","0.006388019","0.004264089","0.005793220","0.009543379","0.006271165","0.002435742","0.003454199","0.004362268","0.011307936","0.002143303"
"PC 42:6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 37:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 42:6-iso1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 42:5","0.0039233452","0.0030530363","0.0029648418","0.0007836334","0.0029912322","0.0025780331","0.0015358506","0.0038614738","0.0019043612","0.0032670763","0.0032963676","0.0034836251","0.0017186984","0.0014647428","0.0048802472","0.0064877818","0.0049385631","0.0064533032","0.0040203116","0.0020393274","0.0196090061","0.0037329836","0.0011937918","0.0021932220","0.0021161595","0.0023447496","0.0033661961","0.0024728029","0.0029789366","0.0015256107","0.0034033569","0.0027887313","0.0023993612","0.0019769557","0.0018416711","0.0020870809","0.0017837748","0.0013703301","0.0018923273","0.0034810768","0.0053132794","0.0014186407"
"PC-O 40:5-iso2","0.010008572","0.007671639","0.007635959","0.005059127","0.009034246","0.007061972","0.009403930","0.007770524","0.005474390","0.008888174","0.009405168","0.007222030","0.005145186","0.006936642","0.010182634","0.013008783","0.006650099","0.011368011","0.011399535","0.006989310","0.041111006","0.009167245","0.005280461","0.005658601","0.005963332","0.005672644","0.014055967","0.009490081","0.006147395","0.004283796","0.008433748","0.010952731","0.007657127","0.005300073","0.009488485","0.010506701","0.007717388","0.004090006","0.005017418","0.006449929","0.016555905","0.004164361"
"PC 40:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 38:1","0.012938187","0.005044289","0.008991751","0.021154512","0.006892196","0.004798131","0.002492312","0.008757182","0.004559488","0.005076191","0.010019522","0.005655156","0.005445257","0.002927053","0.010646103","0.012593779","0.005269569","0.007209497","0.008130904","0.005620467","0.060335714","0.009044267","0.001904193","0.003959100","0.006511762","0.003535452","0.011344791","0.005904667","0.007027622","0.002963087","0.007105378","0.010602888","0.007316525","0.008059443","0.003382387","0.007051392","0.005832510","0.002602213","0.004591214","0.003123174","0.022657661","0.002038738"
"PC-O 40:4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 42:4","0.0022521352","0.0025796615","0.0020938769","0.0007313208","0.0021732339","0.0009726223","0.0010355023","0.0027418038","0.0010946090","0.0015862373","0.0033313948","0.0021541036","0.0009697329",NA,"0.0028476567","0.0051036647","0.0029051702","0.0041356517","0.0027708397","0.0006552898","0.0213144413","0.0022540911","0.0010113058","0.0011878822","0.0015642829","0.0013453232","0.0033136132","0.0013772873","0.0017060450","0.0007162489","0.0026149975","0.0016887149","0.0009334628","0.0005597502","0.0007188511","0.0018847264","0.0014940779","0.0009590117","0.0007057868","0.0015451105","0.0046611619","0.0010349235"
"PC-O 42:6-iso2","0.005631850","0.004606706","0.003981114","0.003345455","0.008273802","0.004449524","0.002656034","0.005109572","0.003983198","0.001342527","0.006683286","0.006732497","0.004149684","0.005275619","0.006534080","0.007116311","0.003604856","0.006525222","0.008522778","0.005364573","0.028904167","0.003967235","0.001993593","0.004036956","0.004037031","0.002891004","0.005608633","0.005842661","0.004674821","0.001840999","0.003581301","0.005383706","0.006619673","0.004078838","0.004309791","0.006484817","0.003109886","0.002752293","0.003947568","0.004262674","0.007644182","0.002138402"
"PC 40:2","0.0024511984","0.0023236366","0.0021253453","0.0050353544","0.0023226617","0.0022339060","0.0021261652","0.0025631324","0.0012704521","0.0021898412","0.0026778879","0.0015527453","0.0027696603","0.0038916070","0.0019627110","0.0020364396","0.0023294663","0.0027283131","0.0007435592","0.0021842267","0.0074301846","0.0026471608","0.0019951928","0.0023529628","0.0019808322","0.0019727743","0.0025449510","0.0019650880","0.0023891233","0.0014742595","0.0023055398","0.0015455738","0.0028611993","0.0019961436","0.0015103649","0.0023703977","0.0015375105","0.0016787527","0.0023159311","0.0020671885","0.0032881238","0.0023109122"
"PC-O 42:5","0.010353442","0.008615158","0.008059962","0.008313533","0.008644659","0.008359401","0.007632283","0.008315574","0.007841413","0.009065476","0.008351100","0.007536154","0.009167242","0.014527868","0.011084763","0.012297317","0.009528948","0.015330644","0.009063306","0.008144688","0.028045575","0.008092009","0.008132352","0.007727970","0.008446118","0.008720810","0.011190499","0.007034257","0.009229353","0.007597909","0.007276611","0.009003443","0.009714601","0.007537629","0.007629419","0.010591092","0.009100937","0.008114141","0.007134638","0.007469625","0.018061644","0.007568248"
"PC-O 44:7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 42:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 40:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 44:6-iso1","0.0025254530","0.0019855527","0.0013623329","0.0010498172","0.0018422297","0.0013706404","0.0012586683","0.0020705255","0.0009440486","0.0014089827","0.0020969813","0.0010127353","0.0026667430","0.0084873532","0.0041250386","0.0055511385","0.0032900313","0.0056129800","0.0014673531","0.0012860227","0.0148378363","0.0019774043","0.0014857879","0.0022319022","0.0019146006","0.0007039537","0.0035851884","0.0029639342","0.0009201116","0.0015963825","0.0016255130","0.0011365733","0.0015060349","0.0010997549","0.0014161362","0.0018822418","0.0013344613","0.0015971338","0.0010750477","0.0011732445","0.0106359922","0.0010213220"
"PC 44:5","0.0012168471","0.0005416404","0.0009253636","0.0004977330","0.0007842802","0.0013110955","0.0003247749","0.0004320962","0.0005319320","0.0018898034","0.0013606584","0.0013929429","0.0013090138","0.0007706069","0.0017259317","0.0014142092","0.0006831363","0.0012694131","0.0007414390","0.0006390476","0.0051605574","0.0006692832","0.0002412937","0.0017782978","0.0010247394","0.0014860959","0.0015234898","0.0010107426","0.0013136072","0.0005720534","0.0005630402","0.0003131994","0.0003109193","0.0010526656","0.0003006036","0.0017051058","0.0009740519","0.0013035567","0.0010003379","0.0022906466","0.0022595148","0.0009981306"
"PC-O 40:2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 42:3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 42:4-iso2","0.0019810168","0.0018439741","0.0004880849","0.0007902458","0.0043275186","0.0004044074","0.0002375731","0.0018223680","0.0015723359","0.0032327138","0.0005307712","0.0007466957","0.0003401012","0.0027126715","0.0009040526","0.0009622916","0.0005251678","0.0011949465","0.0005365459","0.0019236426","0.0044474009","0.0003166178","0.0002805975","0.0013228085","0.0008463749","0.0012101197","0.0010977071","0.0004500601","0.0002752757","0.0010610056","0.0005430004","0.0007569163","0.0009223786","0.0007871767","0.0017911067","0.0008589100","0.0014474792","0.0003525885","0.0004291633","0.0004284066","0.0022943393","0.0022914212"
"PC-O 44:6-iso2","2.254894e-03","1.898901e-04","1.223803e-03","1.004358e-03","1.860428e-03","8.810422e-05","2.180092e-03","2.546517e-04","1.437318e-04","1.201003e-03","1.835094e-04","1.675071e-03","1.548144e-03","4.644305e-04","3.996481e-04","7.713114e-04","5.371734e-04","1.499500e-03","2.776689e-04","1.429951e-03","2.688349e-03","2.361717e-04","9.845899e-04","2.545644e-03","1.678595e-03","6.934917e-04","2.761393e-04","2.618040e-03","9.057920e-04","2.007454e-03","1.717299e-03","1.201785e-03","1.786088e-03","1.109481e-03","1.343632e-03","1.895004e-03","1.161216e-03","1.597134e-03","1.550379e-03","1.423827e-03","1.044576e-03","8.352384e-04"
"PC-O 44:5","0.004475939","0.004838193","0.004558695","0.003975585","0.004881796","0.003539608","0.002810475","0.006578514","0.003309208","0.004583675","0.006373020","0.002952794","0.004626795","0.005278381","0.009160197","0.008460672","0.007755375","0.011196892","0.005232611","0.004303968","0.026689499","0.003964215","0.004481513","0.004235771","0.003425151","0.003071579","0.005666179","0.003747353","0.003235566","0.002580357","0.003812723","0.003708219","0.004790734","0.003842447","0.005548899","0.005328989","0.004328416","0.002140632","0.003035121","0.003158874","0.014158603","0.001450127"
"PC 42:2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC-O 44:4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyruvic acid","107.5662727"," 60.0912727","163.8730909","359.5458182"," 64.1276364","151.1094545"," 70.3935455"," 10.0958182","  9.1480909"," 88.1049091","110.5412727","  7.3571818","301.3140000","  1.7367273","179.9526364"," 87.3480909","157.4458182","  6.5480909","  1.2503636"," 30.0390000","442.0390000"," 84.7503636","745.8117273","172.7730909","109.6890000"," 87.9003636"," 53.3230909","  0.7685455","394.4412727","185.8526364","  3.9458182","185.6071818","  1.2867273"," 74.7708182","165.0685455","214.3571818"," 39.3571818"," 72.4799091","  5.5958182","193.9799091","  8.4594545","104.4571818"
"Lactic acid","2123.744","1748.695","1909.071","2623.065","2125.227","2195.806","1775.373","2163.157","2158.708","2362.760","1890.711","2826.208","2518.019","1299.703","1630.406","1632.684","2048.635","1695.422","1892.254","1992.325","2640.862","2175.546","2846.741","1924.708","2316.087","1988.541","2316.814","1565.111","2861.895","1917.771","1800.876","1839.254","1675.165","1825.106","2428.389","2411.189","2016.068","1963.092","1845.944","2089.527","1643.773","2312.935"
"2-Hydroxyisobutyric acid"," 1.0725806"," 0.4338710"," 1.3959677"," 1.2895161"," 0.6870968"," 1.1379032"," 6.4048387"," 1.0919355"," 1.1677419"," 1.7040323"," 1.5411290"," 0.5524194"," 0.9879032"," 0.7048387","13.5870968","21.0774194"," 4.5435484","13.5370968"," 1.1661290"," 1.6435484"," 3.1330645"," 1.1250000"," 4.2411290"," 0.4887097"," 3.6330645"," 1.5500000"," 1.2645161"," 0.4072581"," 0.8758065"," 0.8677419"," 3.3104839"," 0.8645161"," 1.0548387"," 0.7258065"," 2.8056452"," 0.8096774"," 1.1120968"," 1.3088710"," 1.0112903"," 2.9024194"," 1.9911290"," 0.7588710"
"Glycolic acid","13.510714"," 7.732143"," 8.717857"," 5.467857","25.707143"," 7.992857"," 7.739286","13.571429","12.453571"," 9.828571"," 9.092857","15.996429"," 7.400000"," 9.192857"," 8.903571","33.396429"," 8.089286","19.214286","13.082143"," 8.828571","14.971429"," 9.807143"," 7.510714"," 5.617857"," 9.982143","12.071429","12.171429","14.375000","11.878571"," 6.860714","13.585714"," 9.528571"," 6.989286"," 8.375000"," 9.864286"," 9.771429","11.932143"," 8.100000"," 9.814286","11.082143","14.889286"," 7.596429"
"Alanine","21.88544","17.65530","24.69229","43.15530","22.09640","18.57859","16.27037","22.67859","25.73749","28.99640","18.22653","33.97311","24.26215","12.98270","36.56215","30.34571","30.85941","22.88955","24.74160","20.60599","43.71968","20.13338","52.61421","39.62927","23.03612","13.63749","27.83886","32.38407","32.64160","23.80051","30.49640","34.66626","15.45393","18.10736","22.63201","42.27448","26.01147","21.84160","13.28544","15.83338","46.55256","21.42105"
